[12:18:21] [User Authenticator #5/INFO]: UUID of player josephpalmercouk is 87dea0fb-d2fb-4a3e-b941-9c7be77a13a2
[12:18:21] [Server thread/INFO]: josephpalmercouk joined the game
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:37] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:38] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:39] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:40] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:41] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:43] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:44] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:46] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:46] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:23:49] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:23:49] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:01] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:01] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:03] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:12] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:13] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:14] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:15] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:16] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:17] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:18] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
[12:24:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:step_height_addition'
[12:24:19] [Server thread/WARN]: Ignoring unknown attribute 'forge:entity_gravity'
